term,rho,pval,n_papers,ui,disease_term
D044844:beta-Transducin Repeat-Containing Proteins,0.13239993202261824,0.3009444033722333,63,D044844,False
D044882:Glucose Metabolism Disorders,-0.006622581101349103,0.9820737763943408,14,D044882,True
D044903:Congenital Hyperinsulinism,-0.5357142857142858,0.21521745567801273,7,D044903,True
D044923:Helicobacter hepaticus,,,1,D044923,False
D044925:Oxidoreductases Acting on CH-CH Group Donors,0.0005170633581741933,0.9983753414872119,18,D044925,False
D044927:Electron-Transferring Flavoproteins,-0.632455532033676,0.367544467966324,4,D044927,False
"D044942:Acyl-CoA Dehydrogenase, Long-Chain",0.2581988897471611,0.7418011102528389,4,D044942,False
D044943:Fatty Acid Desaturases,0.10114913821769637,0.7307982660837846,14,D044943,False
D044944:Acyl-CoA Dehydrogenases,,,2,D044944,False
D044945:Proanthocyanidins,-0.11114765480922503,0.7758899575010633,9,D044945,False
D044946:Biflavonoids,0.44136741475237473,0.3809392104771887,6,D044946,False
D044947:Flavonolignans,0.2581988897471611,0.7418011102528389,4,D044947,False
D044948:Flavonols,0.7356123579206245,0.09561078073827967,6,D044948,False
D044949:Kaempferols,-0.01639673425769834,0.9537500337318776,15,D044949,False
D044950:Flavanones,-0.05124696507302924,0.7956506240276437,28,D044950,False
"D044963:Biopsy, Fine-Needle",0.07916542965729353,0.576933490547368,52,D044963,False
D044966:Anti-Retroviral Agents,0.4448316017621778,0.029403046922938166,24,D044966,False
D044967:Serum,-0.30238894163456653,0.009316982310330823,73,D044967,False
D044968:Regenerative Medicine,-0.010113473102497422,0.9584743078712281,29,D044968,False
D045022:Lactate Dehydrogenases,-0.21948587237917658,0.49308331059612087,12,D045022,False
D045064:Methenyltetrahydrofolate Cyclohydrolase,,,2,D045064,False
D045142:Cross-Priming,-0.4291341409407057,0.036387577028708235,24,D045142,False
D045162:Thiazolidinediones,0.06952667050955165,0.5975952670848275,60,D045162,False
"D045163:Antibodies, Phospho-Specific",-0.5,0.6666666666666667,3,D045163,False
D045164:Mesenchymal Stem Cell Transplantation,0.047659430769659825,0.6412042396231277,98,D045164,False
D045165:Testosterone Congeners,0.10910894511799618,0.7970385741881917,8,D045165,False
D045166:Estradiol Congeners,,,1,D045166,False
D045167:Progesterone Congeners,-0.7745966692414834,0.22540333075851657,4,D045167,False
D045169:Severe Acute Respiratory Syndrome,-0.467074242146171,0.24326991663399547,8,D045169,True
D045170:Matrix Attachment Regions,0.9999999999999999,,2,D045170,False
D045222:Electron Transport Chain Complex Proteins,0.003397522111095417,0.9880277469939123,22,D045222,False
D045265:Natriuretic Peptides,-0.8660254037844387,0.3333333333333332,3,D045265,False
D045302:Geobacter,,,1,D045302,False
D045303:Cytochromes b,-0.6383372009823073,0.08850536086905554,8,D045303,False
D045304:Cytochromes c,-0.13337461769038897,0.2640314569202167,72,D045304,False
D045325:HCT116 Cells,-0.07295449468382521,0.019257351642215138,1029,D045325,False
D045384:Pregnancy-Associated alpha 2-Macroglobulins,,,1,D045384,False
D045402:Parainfluenza Virus 5,0.21081851067789195,0.7891814893221081,4,D045402,False
D045403:Henipavirus,,,1,D045403,False
D045404:Hendra Virus,,,1,D045404,False
D045405:Nipah Virus,-0.4909902530309828,0.2166476359013118,8,D045405,False
D045422:Continuous Positive Airway Pressure,0.016666666666666666,0.9660548039946861,9,D045422,False
D045423:Microbubbles,0.39285714285714296,0.38331687042697266,7,D045423,False
D045424:Complex Mixtures,0.03393680599352183,0.8870500954068811,20,D045424,False
D045442:Rotarod Performance Test,0.15202989291287236,0.5740652411349854,16,D045442,False
D045464:Henipavirus Infections,-0.5790660241435863,0.17310584624513137,7,D045464,True
D045468:Fallopia japonica,,,1,D045468,False
D045473:SARS Virus,-0.2436966031992334,0.38143460879267255,15,D045473,False
D045522:Recombinases,0.5030030300035688,0.203876682008432,8,D045522,False
D045565:Holliday Junction Resolvases,0.9999999999999999,,2,D045565,False
"D045566:DNA, Cruciform",-0.4490887131390719,0.3120984397924344,7,D045566,False
D045584:Chromosome Positioning,0.12347796442943935,0.7339727006058084,10,D045584,False
D045585:Flap Endonucleases,0.19097388974055318,0.47863927993499145,16,D045585,False
D045586:Intranuclear Inclusion Bodies,0.5809502861602257,0.023141274516108416,15,D045586,False
D045604:Extracellular Fluid,0.1339220377279467,0.6209730849270084,16,D045604,False
D045643:DNA Repair Enzymes,-0.058632588868670316,0.5264724369927674,119,D045643,False
D045647:DNA Glycosylases,-0.18804580770581034,0.21075594886481072,46,D045647,False
D045663:Quantum Dots,0.1912087912087912,0.5125839704707784,14,D045663,False
D045664:Proprotein Convertase 1,0.42168674698795183,0.2980674926740023,8,D045664,False
D045683:Furin,-0.17168247712895401,0.3731930520341684,29,D045683,False
D045702:Proprotein Convertase 5,0.9999999999999999,,2,D045702,False
D045704:Mycoplasma genitalium,,,1,D045704,False
D045706:Proprotein Convertase 2,,,1,D045706,False
D045726:Metalloproteases,0.19557901725034949,0.21450424352091038,42,D045726,False
D045727:Metalloexopeptidases,,,1,D045727,False
"D045743:Scleroderma, Diffuse",-0.13216315648705593,0.6011351905675235,18,D045743,True
"D045744:Cell Line, Tumor",-0.10780089131231495,1.470123059981499e-08,2748,D045744,False
"D045745:Scleroderma, Limited",0.3677763958776318,0.23952786899587408,12,D045745,True
D045782:Hemiterpenes,0.5642880936468347,0.32172333582430024,5,D045782,False
D045784:Abietanes,0.15348493007456548,0.34437246720676085,40,D045784,False
"D045785:Diterpenes, Clerodane",0.7745966692414834,0.22540333075851657,4,D045785,False
"D045786:Diterpenes, Kaurane",0.5509080804800991,0.15701842199789118,8,D045786,False
"D045787:Sesquiterpenes, Eudesmane",,,2,D045787,False
"D045789:Sesquiterpenes, Guaiane",0.9999999999999999,,2,D045789,False
D045790:Mycoplasma hyorhinis,,,1,D045790,False
D045792:Norisoprenoids,-0.9999999999999999,,2,D045792,False
D045802:Mycoplasma ovipneumoniae,,,2,D045802,False
D045823:Ileus,-0.3,0.6238376647810728,5,D045823,True
D045826:Flavobacteriaceae Infections,,,1,D045826,True
D045828:Moraxellaceae Infections,0.3335621924974956,0.46469707719905995,7,D045828,True
D045853:Exhalation,0.5032967032967033,0.06656042759911303,14,D045853,False
D045888:Ganglion Cysts,,,1,D045888,True
D045930:Anabolic Agents,-0.30122668294492494,0.46843563689690226,8,D045930,False
D046011:Puma,,,1,D046011,False
"D046032:Microscopy, Energy-Filtering Transmission Electron",-0.8660254037844387,0.3333333333333332,3,D046032,False
"D046088:Hearing Loss, Unilateral",,,1,D046088,True
"D046089:Hearing Loss, Mixed Conductive-Sensorineural",,,1,D046089,True
D046108:Palaeognathae,,,1,D046108,False
"D046110:Hypertension, Pregnancy-Induced",0.2776524488029912,0.23592676858686024,20,D046110,True
D046148:Donor Selection,-0.017574936721114882,0.9567669865377797,12,D046148,False
D046149:Embryo Culture Techniques,-0.19533228492951882,0.45246425113813993,17,D046149,False
D046150:Laron Syndrome,,,1,D046150,True
D046152:Gastrointestinal Stromal Tumors,0.09993912599222951,0.4210160388346722,67,D046152,True
D046169:Dermoscopy,0.6,0.28475697986529375,5,D046169,False
"D046188:Protein Modification, Translational",-1.0,0.0,3,D046188,False
D046208:Microchip Analytical Procedures,,,3,D046208,False
D046210:Microfluidic Analytical Techniques,0.2518557945510046,0.24633103731330672,23,D046210,False
D046228:Microarray Analysis,-0.014305626179842568,0.8153350924309668,269,D046228,False
"D046248:Pyloric Stenosis, Hypertrophic",,,1,D046248,True
D046249:Transfer RNA Aminoacylation,-0.39999999999999997,0.6,4,D046249,False
D046328:Porcupines,,,1,D046328,False
"D046350:Porphyria, Variegate",,,1,D046350,True
"D046351:Protoporphyria, Erythropoietic",,,1,D046351,True
D046369:Finches,0.9999999999999999,,2,D046369,False
D046468:Sexual Development,-0.5,0.6666666666666667,3,D046468,False
D046509:Tissue Culture Techniques,0.04340694513666577,0.6105886493193181,140,D046509,False
D046528:Chimerism,-0.33343499034494745,0.41960249492284607,8,D046528,False
"D046529:Microscopy, Electron, Transmission",-0.08865030539495518,0.22761581672188216,187,D046529,False
D046568:Neuroepithelial Bodies,,,1,D046568,False
D046569:Neuroepithelial Cells,0.198206241793023,0.6700850339168266,7,D046569,False
D046589:CADASIL,0.12947707532621852,0.6733317078645087,13,D046589,True
D046690:Deep Brain Stimulation,0.5,0.6666666666666667,3,D046690,False
"D046709:Pattern Recognition, Physiological",,,1,D046709,False
"D046728:Colitis, Microscopic",-0.316227766016838,0.683772233983162,4,D046728,True
"D046729:Colitis, Collagenous",,,2,D046729,True
"D046790:Pancreas, Exocrine",-0.09958591954639384,0.7461739181716464,13,D046790,False
D046848:White spot syndrome virus 1,-0.9999999999999999,,2,D046848,False
D046888:Tissue Array Analysis,-0.011555661786987673,0.7720388470206986,631,D046888,False
D046910:Fertile Period,,,1,D046910,False
D046911:Macromolecular Substances,0.012522381396615179,0.9646710945816908,15,D046911,False
D046912:Multiprotein Complexes,-0.00970913903926615,0.8243611394402681,525,D046912,False
D046915:Penicillin-Binding Proteins,,,1,D046915,False
D046929:Serine-Type D-Ala-D-Ala Carboxypeptidase,0.0,1.0,3,D046929,False
D046934:Ginkgolides,,,1,D046934,False
D046940:Synechococcus,,,1,D046940,False
D046948:Secologanin Tryptamine Alkaloids,0.9999999999999999,,2,D046948,False
D046950:Thermoanaerobacterium,,,1,D046950,False
D046972:Clostridium butyricum,,,1,D046972,False
D046988:Proteasome Endopeptidase Complex,-0.020524703502348876,0.6592350229571959,464,D046988,False
D047011:Silk,,,2,D047011,False
D047028:Macrocyclic Compounds,0.2635231383473649,0.6683968370871737,5,D047028,False
"D047029:Lactams, Macrocyclic",-0.13678009552206583,0.3647095995213212,46,D047029,False
D047068:Arylalkylamine N-Acetyltransferase,-0.9999999999999999,,2,D047068,False
D047069:Pyrazolones,,,1,D047069,False
D047071:beta-Glucans,0.1637204203050615,0.5759782555505606,14,D047071,False
D047072:Aromatase Inhibitors,0.037795813027695815,0.8345863946571682,33,D047072,False
D047090:beta-Lactams,,,1,D047090,False
D047091:Eosinophil Granule Proteins,,,1,D047091,False
D047093:Eosinophil Major Basic Protein,-0.9999999999999999,,2,D047093,False
D047108:Embryonic Development,-0.1412101680593435,0.094873482439837,141,D047108,False
D047109:Fetal Development,0.13709283516218973,0.4117874488518444,38,D047109,False
D047150:Eosinophil Cationic Protein,0.9999999999999999,,2,D047150,False
D047169:Cyclotides,,,1,D047169,False
D047188:Chalcones,0.19399543854586648,0.3527919022292211,25,D047188,False
D047208:Eosinophil-Derived Neurotoxin,,,3,D047208,False
D047209:Eosinophil Peroxidase,-0.9486832980505139,0.051316701949486114,4,D047209,False
D047228:Angiotensin II Type 1 Receptor Blockers,0.14019222138197424,0.5337696238027274,22,D047228,False
D047269:Strongylocentrotus,,,3,D047269,False
D047270:Strongylocentrotus purpuratus,,,1,D047270,False
D047309:Flavones,0.34260369270365865,0.12843217192040332,21,D047309,False
D047310:Apigenin,0.27917893554181816,0.26189946149044613,18,D047310,False
D047311:Luteolin,0.06903464962980309,0.7169900460546017,30,D047311,False
D047328:Paracentrotus,,,1,D047328,False
D047348:Hydrolyzable Tannins,0.2946171696841418,0.4787261235710182,8,D047348,False
D047368:Tumor Burden,-0.04538411102352266,0.1368179545542954,1076,D047368,False
D047369:Chromatin Immunoprecipitation,-0.08721334870392806,0.08829349292088401,383,D047369,False
D047388:Casein Kinases,,,2,D047388,False
D047389:Casein Kinase I,0.41209749344842306,0.056680977719859214,22,D047389,False
D047390:Casein Kinase II,-0.0749478856880195,0.4609465777611812,99,D047390,False
D047392:beta-Cyclodextrins,-0.20962126496706965,0.3255638365681295,24,D047392,False
D047408:gamma-Cyclodextrins,,,1,D047408,False
D047428:Protein Kinase Inhibitors,-0.06171470665751582,0.1439666719637087,562,D047428,False
D047468:Immunoprecipitation,-0.016997103684125676,0.6967833788299422,528,D047468,False
D047488:Retinoid X Receptors,0.4347847053824782,0.07136756852580754,18,D047488,False
D047490:Retinoid X Receptor alpha,-0.09623296700413975,0.6400357341754945,26,D047490,False
D047491:Retinoid X Receptor gamma,0.13157894736842107,0.8329531569240444,5,D047491,False
D047492:Peroxisome Proliferator-Activated Receptors,-0.12321239579055618,0.6747473852568351,14,D047492,False
D047493:PPAR alpha,0.10071662295610441,0.37098034635157395,81,D047493,False
D047494:PPAR delta,0.1431406073358898,0.5146823410255807,23,D047494,False
D047495:PPAR gamma,-0.10715158145158978,0.12163053329662663,210,D047495,False
D047528:Stichopus,,,1,D047528,False
"D047549:Coronary Artery Bypass, Off-Pump",-0.6668859288553503,0.21889398131323154,5,D047549,False
D047568:Unsafe Sex,-0.9999999999999999,,2,D047568,False
D047569:Laser Scanning Cytometry,,,2,D047569,False
D047589:Leukocyte Reduction Procedures,-0.8660254037844387,0.3333333333333332,3,D047589,False
D047628:Estrogen Receptor alpha,0.016392744650275563,0.7817779110420238,288,D047628,False
D047629:Estrogen Receptor beta,0.19744479982202712,0.0895149698983503,75,D047629,False
D047630:Depsipeptides,-0.06321336940255404,0.7971083975198736,19,D047630,False
D047648:Perimenopause,0.04274909800354809,0.9130447699490898,9,D047648,False
D047668:Inteins,-0.5,0.6666666666666667,3,D047668,False
D047688:Breast Cyst,,,1,D047688,True
D047708:Myofibroma,-0.1090909090909091,0.8159015582287613,7,D047708,True
D047709:Hirudo medicinalis,,,2,D047709,False
"D047728:Myopia, Degenerative",-0.4464349779033853,0.04248881883918027,21,D047728,True
D047748:Pituitary ACTH Hypersecretion,-0.30122668294492494,0.46843563689690226,8,D047748,True
D047789:World War II,,,1,D047789,False
D047808:Adrenogenital Syndrome,,,1,D047808,True
D047829:Vietnam Conflict,0.9999999999999999,,2,D047829,False
D047830:Gulf War,-0.39999999999999997,0.6,4,D047830,False
D047851:September 11 Terrorist Attacks,0.0,1.0,3,D047851,False
D047852:Chernobyl Nuclear Accident,-0.1816196169806976,0.5343340416272631,14,D047852,False
D047868:Pulmonary Sclerosing Hemangioma,,,2,D047868,True
"D047888:Receptors, Tumor Necrosis Factor, Type I",-0.15159400541502327,0.25173708236324877,59,D047888,False
"D047889:Receptors, Tumor Necrosis Factor, Type II",0.2512626213252727,0.1517399343503693,34,D047889,False
D047908:Intracellular Signaling Peptides and Proteins,-0.010220294709035,0.7855854944740374,711,D047908,False
D047928:Premature Birth,0.12293157672820507,0.3035918051181473,72,D047928,True
D047929:Term Birth,0.11648796824818897,0.4682711257634189,41,D047929,False
D047988:Tumor Necrosis Factor Receptor-Associated Peptides and Proteins,-0.05929353329004929,0.7351042809540308,35,D047988,False
D047990:TNF Receptor-Associated Factor 1,0.4651302547095317,0.09375645616534709,14,D047990,False
D047992:TNF Receptor-Associated Factor 2,0.23394970036614313,0.06957332143323439,61,D047992,False
D048008:TNF Receptor-Associated Factor 3,0.19850776769810427,0.15417948543528637,53,D048008,False
D048015:TNF Receptor-Associated Factor 5,0.39999999999999997,0.6,4,D048015,False
D048029:TNF Receptor-Associated Factor 6,-0.09715688456832258,0.3542021118652833,93,D048029,False
D048031:JNK Mitogen-Activated Protein Kinases,0.13685763671842,0.05094999751146395,204,D048031,False
D048049:Extracellular Signal-Regulated MAP Kinases,0.03137728627768074,0.5335608216160501,396,D048049,False
D048051:p38 Mitogen-Activated Protein Kinases,-0.06544989030452661,0.2166950264667127,358,D048051,False
D048052:Mitogen-Activated Protein Kinase 3,0.10625112496995649,0.09236228678839775,252,D048052,False
D048053:Mitogen-Activated Protein Kinase 6,0.9746794344808963,0.004818230468198566,5,D048053,False
D048054:Mitogen-Activated Protein Kinase 7,0.06273388602788206,0.6281077146734341,62,D048054,False
D048055:Mitogen-Activated Protein Kinase 8,-0.273302289659677,0.06609545113415528,46,D048055,False
D048056:Mitogen-Activated Protein Kinase 9,-0.21665600645462094,0.345518141546295,21,D048056,False
D048057:Mitogen-Activated Protein Kinase 10,0.0,1.0,8,D048057,False
D048068:PPAR-beta,0.09138967094979739,0.7775815355063642,12,D048068,False
D048069:Tumor Necrosis Factors,0.14285718522029325,0.49572965944882186,25,D048069,False
D048088:Informatics,,,1,D048088,False
D048091:Guided Tissue Regeneration,,,1,D048091,False
D048128:Casein Kinase Ialpha,0.504524979109513,0.24820311426451108,7,D048128,False
D048148:Casein Kinase Idelta,0.2857243743174461,0.4560861494086982,9,D048148,False
D048149:Casein Kinase Iepsilon,0.8660254037844387,0.3333333333333332,3,D048149,False
D048191:Lactobacillus plantarum,,,1,D048191,False
D048208:Nuchal Translucency Measurement,,,1,D048208,False
D048209:Echinococcus granulosus,0.11048143863155317,0.7945268208553896,8,D048209,False
D048210:Echinococcus multilocularis,,,1,D048210,False
D048229:Sulfolobus solfataricus,,,2,D048229,False
D048271:Chitosan,-0.15813972494419803,0.5308383802781715,18,D048271,False
D048288:Imidazolines,0.9999999999999999,,2,D048288,False
D048289:Imidazolidines,,,1,D048289,False
D048290:Mitogen-Activated Protein Kinase 11,-0.09999999999999999,0.8728885715695383,5,D048290,False
D048291:Mitogen-Activated Protein Kinase 12,0.2885426844228509,0.45145597034295837,9,D048291,False
D048292:Mitogen-Activated Protein Kinase 13,0.5471149893120582,0.1016780321289929,10,D048292,False
D048308:Mitogen-Activated Protein Kinase 14,-0.047479593717497104,0.7595666333438413,44,D048308,False
D048328:Potoroidae,,,2,D048328,False
D048348:Reverse Transcription,-0.1847265221878225,0.4630613329179911,18,D048348,False
D048369:MAP Kinase Kinase 1,0.12417323062771272,0.2918466756735709,74,D048369,False
D048370:MAP Kinase Kinase 2,0.12300051321466546,0.44358869045547356,41,D048370,False
D048371:MAP Kinase Kinase 3,0.03577823256175765,0.8992677954879353,15,D048371,False
D048373:Treponema denticola,-0.8660254037844387,0.3333333333333332,3,D048373,False
D048428:Petromyzon,0.9999999999999999,,2,D048428,False
D048429:Cell Size,-0.1956478662808111,0.15228335624172432,55,D048429,False
D048430:Cell Shape,-0.035543555996479646,0.6366711774419187,179,D048430,False
D048448:Phenylcarbamates,0.19999999999999998,0.8,4,D048448,False
D048490:raf Kinases,-0.10838417565041464,0.40976234322071037,60,D048490,False
D048491:Proto-Oncogene Proteins A-raf,-0.4877379594962854,0.15270755289164856,10,D048491,False
D048493:Proto-Oncogene Proteins B-raf,-0.10009085874371572,0.15331825353678263,205,D048493,False
D048530:Papio anubis,1.0,0.0,3,D048530,False
D048549:Papio ursinus,,,1,D048549,False
D048550:Hepatic Insufficiency,-0.03603749850782236,0.938860561394214,7,D048550,True
D048588:Benzoxazines,0.27848349164780534,0.4680750624662905,9,D048588,False
"D048629:Micronuclei, Chromosome-Defective",-0.2961575013589185,0.204851380157087,20,D048629,True
"D048631:Micronucleus, Germline",-0.9999999999999999,,2,D048631,False
D048669:MAP Kinase Kinase 6,-0.08172244606748369,0.7394412355362688,19,D048669,False
D048670:MAP Kinase Kinase 4,-0.024053628781850075,0.7977215141524613,116,D048670,False
D048671:MAP Kinase Kinase 5,-0.4653811033474949,0.10902758027409469,13,D048671,False
D048688:MAP Kinase Kinase 7,-1.0,0.0,3,D048688,False
D048708:Cell Growth Processes,-0.1302853330557987,0.1061366322111946,155,D048708,False
D048728:MAP Kinase Kinase Kinase 1,0.18268157780843286,0.24688068482142653,42,D048728,False
D048729:Anacardic Acids,0.0,1.0,6,D048729,False
D048730:MAP Kinase Kinase Kinase 2,-0.677423706182358,0.005526194459519175,15,D048730,False
D048748:MAP Kinase Kinase Kinase 3,0.25689154519615076,0.47368933676390523,10,D048748,False
D048749:Cytokinesis,-0.20628650294692688,0.10196342251110006,64,D048749,False
D048750:Cell Nucleus Division,0.9999999999999999,,2,D048750,False
D048768:MAP Kinase Kinase Kinase 4,,,2,D048768,False
D048788:Growth and Development,-0.6126374746329801,0.1435885753012859,7,D048788,False
D048789:Phytoestrogens,-0.37854948079363665,0.2021422206863713,13,D048789,False
D048809:alpha-N-Acetylgalactosaminidase,,,1,D048809,False
D048848:MAP Kinase Kinase Kinase 5,-0.06420863879714415,0.7140320589955529,35,D048848,False
"D048868:Adaptor Proteins, Signal Transducing",-0.050390247330138194,0.13154443137434685,897,D048868,False
D048909:Diabetes Complications,-0.25727452793488664,0.02208320799979616,79,D048909,True
D048948:14-3-3 Proteins,0.08082676066020274,0.36252142010274135,129,D048948,False
D049029:Dystrophin-Associated Proteins,-0.3696969696969697,0.2930500752928223,10,D049029,False
D049030:Dystroglycans,-0.41332354075649097,0.07858395149234801,19,D049030,False
D049031:Sarcoglycans,0.6,0.28475697986529375,5,D049031,False
D049033:Chorioallantoic Membrane,-0.17479614110345276,0.1975726043910939,56,D049033,False
"D049049:Pheromones, Human",,,1,D049049,False
D049069:ATP-Dependent Proteases,0.01801874925391118,0.9694153868031987,7,D049069,False
D049070:Protease La,0.7387687194103584,0.0578584968956928,7,D049070,False
D049071:Endopeptidase Clp,-0.4061711508555291,0.2441414771673479,10,D049071,False
D049108:Cell Enlargement,-0.2836620911144093,0.15161421788131826,27,D049108,False
D049109:Cell Proliferation,-0.11486248028863051,1.4085409625739702e-10,3101,D049109,False
D049148:Aminoacylation,-0.4599465063161373,0.1137832335093293,13,D049148,False
D049229:Dendritic Spines,0.22299520626583572,0.06351657250082826,70,D049229,False
D049230:Retinoid X Receptor beta,-0.8660254037844387,0.3333333333333332,3,D049230,False
D049231:Saposins,-0.1213803495151695,0.6928341395459954,13,D049231,False
D049268:Positron-Emission Tomography,-0.04270704034529352,0.6684072606446982,103,D049268,False
"D049288:Muscular Dystrophies, Limb-Girdle",-0.3475680956881813,0.1129767917420268,22,D049288,True
D049292:Leukoaraiosis,-0.10259783520851541,0.8695979205185651,5,D049292,True
D049294:Phospholipid Transfer Proteins,-0.4495221007217277,0.08065687886753087,16,D049294,False
D049308:Dioxygenases,-0.023749793924554063,0.8956250983809502,33,D049308,False
D049310:Distal Myopathies,0.2870166899742693,0.3921358377159476,11,D049310,True
D049329:Nanostructures,0.006655238783898648,0.9716552278697889,31,D049329,False
"D049349:Receptors, Lysosphingolipid",-0.12637373925121417,0.36721671019684254,53,D049349,False
"D049368:Receptors, Lysophosphatidic Acid",0.1015763379090602,0.7534340837808129,12,D049368,False
D049408:Luminescent Agents,-0.9999999999999999,,2,D049408,False
"D049409:Luciferases, Firefly",-0.203559842848574,0.38935066507479,20,D049409,False
"D049410:Luciferases, Renilla",-0.3188199696036935,0.22876092037032317,16,D049410,False
D049411:Utrophin,0.9999999999999999,,2,D049411,False
D049428:Blood-Nerve Barrier,,,1,D049428,False
D049429:Forensic Pathology,-0.9999999999999999,,2,D049429,False
"D049448:Cholangiopancreatography, Magnetic Resonance",0.5,0.6666666666666667,3,D049448,False
D049449:Luminescence,-0.28310797428587836,0.3989002218282989,11,D049449,False
D049451:Nomograms,0.11980211231982224,0.5861128920659844,23,D049451,False
D049452:Green Fluorescent Proteins,-0.059868600667824214,0.2632935229685028,351,D049452,False
"D049453:Luciferases, Bacterial",,,1,D049453,False
D049468:Prometaphase,-0.022797501011291507,0.9307928247571408,17,D049468,False
D049469:Meiotic Prophase I,0.4707919090691997,0.34598647783417236,6,D049469,False
D049471:Pachytene Stage,,,2,D049471,False
D049488:Phosphatidylethanolamine Binding Protein,-0.46045707883617587,0.015652284815419335,27,D049488,False
D049490:Systems Biology,0.007796841548445349,0.9673828069139894,30,D049490,False
"D049528:Insulin, Long-Acting",,,1,D049528,False
D049590:Postpartum Period,-0.18124939233448387,0.32916496591201005,31,D049590,False
D049628:Body Size,0.18563951410966179,0.5635041357745856,12,D049628,False
D049629:Waist-Hip Ratio,-0.07552063693224037,0.6761646050611321,33,D049629,False
D049790:Nuclear Export Signals,0.14377907257824651,0.4099334159218855,35,D049790,False
D049810:Genetic Speciation,0.9999999999999999,,2,D049810,False
D049832:Decapodiformes,0.5,0.6666666666666667,3,D049832,False
D049878:Mytilus,,,1,D049878,False
D049896:Crassostrea,,,1,D049896,False
D049897:Pectinidae,0.9999999999999999,,2,D049897,False
D049912:Growth Hormone-Secreting Pituitary Adenoma,-0.02380963862808809,0.9252868340300039,18,D049912,True
D049913:ACTH-Secreting Pituitary Adenoma,-0.0882029202022655,0.7642991245367171,14,D049913,True
D049914:DNA Repair-Deficiency Disorders,,,1,D049914,True
D049932:Nijmegen Breakage Syndrome,0.4472135954999579,0.552786404500042,4,D049932,True
D049934:Isocoumarins,,,1,D049934,False
"D049950:Hyperparathyroidism, Primary",0.05988131309566294,0.8879906501125185,8,D049950,True
D049951:X Chromosome Inactivation,-0.12979726847417047,0.3845350948107781,47,D049951,False
D049970:Graves Ophthalmopathy,0.25393093907960856,0.14102970378766697,35,D049970,True
D049971:Thiazides,,,1,D049971,False
D049990:Membrane Transport Modulators,-0.060255462513635574,0.7432194722564609,32,D049990,False
D049992:Sodium Chloride Symporters,-0.19999999999999998,0.8,4,D049992,False
D049993:Sodium Chloride Symporter Inhibitors,0.33394720739540396,0.5177002083054396,6,D049993,False
D049994:Sodium Potassium Chloride Symporter Inhibitors,,,1,D049994,False
"D050010:Hyperthyroxinemia, Familial Dysalbuminemic",,,2,D050010,True
D050030:Andersen Syndrome,,,1,D050030,True
D050031:Hashimoto Disease,-0.1306411076707224,0.26064996326604084,76,D050031,True
D050033:Thyroid Dysgenesis,-0.007118564723133588,0.9824828407045115,12,D050033,True
D050034:Antidiuretic Agents,0.19999999999999998,0.8,4,D050034,False
D050050:Protein Carbonylation,-0.17815011373381923,0.3839121800153026,26,D050050,False
D050051:Transient Receptor Potential Channels,-0.04098361310561747,0.8563009856516031,22,D050051,False
D050052:TRPC Cation Channels,0.13536318997189645,0.4601045800627601,32,D050052,False
D050053:TRPM Cation Channels,-0.007519111062763481,0.9545305639090638,60,D050053,False
D050071:Bone Density Conservation Agents,0.22969488514057135,0.47265833156303827,12,D050071,False
D050090:Ovotesticular Disorders of Sex Development,,,2,D050090,True
D050091:Dendrimers,0.2,0.704,6,D050091,False
D050110:Bariatric Surgery,-0.1198791298559186,0.44385277291100134,43,D050110,False
D050111:Imino Sugars,-0.2581988897471611,0.7418011102528389,4,D050111,False
D050130:Oncolytic Virotherapy,-0.059519446411222844,0.7462528304816907,32,D050130,False
D050151:Subcutaneous Fat,0.033652130991830134,0.762635683630454,83,D050151,False
D050152:Intra-Abdominal Fat,0.020678453313664684,0.840666936974582,97,D050152,False
D050153:Abdominal Fat,0.42962428761924604,0.09675314805200455,16,D050153,False
D050154:Adiposity,0.0021656372587040076,0.9820027301526792,111,D050154,False
D050155:Lipogenesis,0.008489160796817791,0.918998723220064,146,D050155,False
D050156:Adipogenesis,-0.07878615757920182,0.26866837036747165,199,D050156,False
D050171:Dyslipidemias,-0.08709430602691394,0.403886552407171,94,D050171,True
"D050172:Genes, X-Linked",-0.005113861475411951,0.9682705567577834,63,D050172,False
"D050173:Genes, Y-Linked",,,2,D050173,False
"D050174:Genetic Diseases, Y-Linked",,,1,D050174,True
D050177:Overweight,-0.019043382060346274,0.8441840790908104,109,D050177,True
D050178:Monoglycerides,-0.39999999999999997,0.6,4,D050178,False
D050197:Atherosclerosis,-0.0587461732905852,0.25203934430562325,382,D050197,True
D050199:Podocytes,-0.022150978329957022,0.7844083886534249,155,D050199,False
"D050216:Metabolic Detoxication, Phase I",-0.9999999999999999,,2,D050216,False
"D050217:Metabolic Detoxication, Phase II",0.13793221535814715,0.6531649259339136,13,D050217,False
D050218:Body Fat Distribution,-0.4022599512049513,0.06346449580634718,22,D050218,False
D050256:Antimitotic Agents,0.2594598806267206,0.35038771346076614,15,D050256,False
D050257:Tubulin Modulators,-0.17461439454439154,0.2352194734658839,48,D050257,False
D050258:Mitosis Modulators,,,1,D050258,False
"D050259:Genes, Mitochondrial",0.3342140041767991,0.16196158638960387,19,D050259,False
D050260:Carbohydrate Metabolism,0.12068123286031027,0.48984138532417887,35,D050260,False
