term,citation_percentile_all,citation_percentile_intro,n_pubs_all,n_pubs_intro,ui,disease_term
D020929:Mitogen-Activated Protein Kinase Kinases,0.6599275720135309,0.6422981083073035,193,93.0,D020929,False
D020930:MAP Kinase Kinase Kinases,0.6574003512143402,0.6596579025993426,273,118.0,D020930,False
D020931:ran GTP-Binding Protein,0.561757814051392,0.5119959079248927,51,21.0,D020931,False
D020932:Nerve Growth Factor,0.4814340364300004,0.3887797002772611,109,39.0,D020932,False
D020933:Neurotrophin 3,0.617300131061599,0.36856379424307917,15,2.0,D020933,False
D020934:Ciliary Neurotrophic Factor,0.4343199064618,0.6506411318379113,7,2.0,D020934,False
D020935:MAP Kinase Signaling System,0.6233109886638823,0.6222161956220503,2358,835.0,D020935,False
"D020936:Epilepsy, Benign Neonatal",0.43611149546377426,0.37416343801284624,21,8.0,D020936,True
"D020937:Epilepsy, Partial, Sensory",0.07413165729407872,,1,,D020937,True
"D020938:Epilepsy, Partial, Motor",0.17369178394693432,0.17369178394693432,1,1.0,D020938,True
D020939:Ginger,0.6233109886638823,0.6233109886638823,1,1.0,D020939,False
D020940:Reishi,0.5916801961498956,0.5916801961498956,1,1.0,D020940,False
D020942:Shiitake Mushrooms,0.8315655811174186,0.8315655811174186,1,1.0,D020942,False
D020944:Milk Thistle,0.4355057817832411,0.4355057817832411,1,1.0,D020944,False
"D020945:Lupus Vasculitis, Central Nervous System",0.45232162285473626,0.6410965043322379,13,10.0,D020945,True
D020955:Striatonigral Degeneration,0.7325128169846407,0.7325128169846407,2,2.0,D020955,True
D020961:Lewy Body Disease,0.6410965043322379,0.5507917538093815,79,33.0,D020961,True
D020962:Heterotrimeric GTP-Binding Proteins,0.20523388097324652,0.21042010318323798,45,17.0,D020962,False
D020964:Embryo Loss,0.7661151777711384,0.7661151777711384,10,10.0,D020964,True
"D020966:Muscular Disorders, Atrophic",0.9611809460800529,0.9342616568974202,5,2.0,D020966,True
D020967:Myotonic Disorders,0.5127687727423089,0.5127687727423089,3,1.0,D020967,True
D021041:Placental Circulation,0.5165192014766609,0.4814340364300004,8,8.0,D021041,False
D021081:Chronobiology Disorders,0.7439117325469666,0.42774208191896546,3,2.0,D021081,True
D021122:Protein Subunits,0.554835823862695,0.5507917538093815,330,175.0,D021122,False
D021141:Nucleic Acid Amplification Techniques,0.3881645153160112,0.4654672544580801,26,16.0,D021141,False
D021181:Egg Hypersensitivity,0.32071034991050434,0.32071034991050434,6,5.0,D021181,True
D021183:Peanut Hypersensitivity,0.838500358297767,0.777281894233642,4,3.0,D021183,True
"D021241:Spectrometry, Mass, Electrospray Ionization",0.45232162285473626,0.38461953990637754,58,35.0,D021241,False
D021281:Quantitative Structure-Activity Relationship,0.2530424955828638,0.21538206614669672,31,24.0,D021281,False
D021381:Protein Transport,0.5759262025694651,0.554835823862695,2741,917.0,D021381,False
D021382:Protein Sorting Signals,0.39910740962055574,0.3939435549489084,71,53.0,D021382,False
"D021441:Carcinoma, Pancreatic Ductal",0.7037610707335478,0.6928192889481627,759,440.0,D021441,True
"D021461:Animals, Outbred Strains",0.6776217508216313,0.6776217508216313,6,6.0,D021461,False
D021521:Ribotyping,0.9395149266094562,0.9395149266094562,1,1.0,D021521,False
D021541:Sea Bream,0.5325504465762487,0.5325504465762487,2,1.0,D021541,False
"D021581:Active Transport, Cell Nucleus",0.5586635313936756,0.50635459964412,722,288.0,D021581,False
D021601:trans-Golgi Network,0.6422981083073035,0.5830701349238763,85,56.0,D021601,False
"D021621:Imaging, Three-Dimensional",0.46551015835076187,0.5082651879408978,60,50.0,D021621,False
"D021641:Recognition, Psychology",0.5325504465762487,0.6645220223201874,24,16.0,D021641,False
D021701:Sentinel Lymph Node Biopsy,0.24187705407827906,0.2849474835161194,16,11.0,D021701,False
D021721:Balloon Occlusion,0.8488121665948776,0.8488121665948776,1,1.0,D021721,False
D021782:Multicystic Dysplastic Kidney,0.1898114455838571,0.1898114455838571,3,3.0,D021782,True
D021801:Zygapophyseal Joint,0.18306613436263636,0.18306613436263636,2,2.0,D021801,False
"D021821:Communicable Diseases, Emerging",0.989032393921314,0.989032393921314,1,1.0,D021821,True
"D021881:DNA, Catalytic",0.7341452286526515,0.5775092666584462,5,4.0,D021881,False
"D021901:DNA, Intergenic",0.4999404265459311,0.2962587870844752,30,25.0,D021901,False
"D021903:DNA, Ribosomal Spacer",0.3472714621781916,0.3472714621781916,2,2.0,D021903,False
"D021921:Aortic Stenosis, Supravalvular",0.4960599043919928,,1,,D021921,True
D021941:Caveolae,0.6074906058291181,0.6074906058291181,49,23.0,D021941,False
D021961:Cell Membrane Structures,0.5105169803416034,0.5105169803416034,15,15.0,D021961,False
D021962:Membrane Microdomains,0.5428502301503701,0.5184100810230816,172,87.0,D021962,False
D021982:Cell-Matrix Junctions,0.6265696961664623,0.6420429723182016,10,10.0,D021982,False
D021983:Cyclophilins,0.5127687727423089,0.5340960937774191,46,23.0,D021983,False
D021984:Cyclophilin A,0.6206304152972811,0.6506468728799785,41,17.0,D021984,False
D022001:Focal Adhesions,0.5759262025694651,0.5916801961498956,203,126.0,D022001,False
D022002:Hemidesmosomes,0.5675410454571594,0.5363624894119655,5,5.0,D022002,False
D022003:Cell Nucleus Structures,0.8752134715437467,0.8752134715437467,3,2.0,D022003,False
D022004:Chromosome Structures,0.7224081375699943,0.7224081375699943,3,3.0,D022004,False
D022005:Adherens Junctions,0.6265696961664623,0.6415697383252197,102,74.0,D022005,False
D022021:Tacrolimus Binding Proteins,0.5340960937774191,0.5551339489584984,141,38.0,D022021,False
D022022:Nuclear Pore,0.7914926637679114,0.8167714191200794,36,18.0,D022022,False
D022041:Euchromatin,0.7654316903738009,0.7816076744955343,6,6.0,D022041,False
D022061:Tacrolimus Binding Protein 1A,0.2822031094938803,0.3763660651527981,10,4.0,D022061,False
"D022062:Electrophysiologic Techniques, Cardiac",0.3472714621781916,0.27332388465945734,13,9.0,D022062,False
D022081:Cell Surface Extensions,0.6601972414277191,0.6601972414277191,47,33.0,D022081,False
D022082:Cellular Structures,0.8229242474363215,0.8229242474363215,2,2.0,D022082,False
D022083:Cytoplasmic Structures,0.2512735693020179,0.2822031094938803,5,5.0,D022083,False
D022101:Microtubule-Organizing Center,0.4360900435174334,0.4914654316903738,28,26.0,D022101,False
D022123:Lyme Disease Vaccines,0.4211911697609939,0.4211911697609939,1,1.0,D022123,False
D022124:Hyperammonemia,0.24822272528694547,0.34177968905061196,13,3.0,D022124,True
D022142:Secretory Vesicles,0.6030779489699224,0.581563892885972,62,47.0,D022142,False
D022161:Transport Vesicles,0.6765183404379524,0.6528311580239792,69,59.0,D022161,False
D022162:Cytoplasmic Vesicles,0.6410965043322379,0.6410965043322379,29,24.0,D022162,False
D022163:Clathrin-Coated Vesicles,0.6840727610085816,0.46687782964236835,26,17.0,D022163,False
D022181:COP-Coated Vesicles,0.8032487390285555,0.8032487390285555,36,25.0,D022181,False
"D022202:Chromosomes, Artificial, Bacterial",0.663364207740655,0.5858146978407763,25,18.0,D022202,False
"D022223:Vaccines, Subunit",0.3554557259677816,0.3554557259677816,12,11.0,D022223,False
D022243:Rotavirus Vaccines,0.07064893131646369,0.07064893131646369,1,1.0,D022243,False
D022261:Respiratory Syncytial Virus Vaccines,0.9505814916669427,0.9505814916669427,1,1.0,D022261,False
"D022282:Vaccines, Acellular",0.006071666725160566,0.006071666725160566,1,1.0,D022282,False
D022341:Yellow Fever Vaccine,0.9950049619583196,0.9950049619583196,1,1.0,D022341,False
D022401:Meningococcal Vaccines,0.029556731723453522,,1,,D022401,False
D022423:Myeloid Cells,0.7037610707335478,0.6960953871138431,251,141.0,D022423,False
D022461:Caveolins,0.5449057227919285,0.39470019645707155,11,10.0,D022461,False
D022502:Stress Fibers,0.6030779489699224,0.6118541821336018,78,59.0,D022502,False
D022521:Ligase Chain Reaction,0.4211911697609939,0.4211911697609939,2,1.0,D022521,False
D022542:Measles-Mumps-Rubella Vaccine,0.08386241410218105,0.08386241410218105,1,1.0,D022542,False
D022603:Shiga Toxins,0.4081195455197021,0.4081195455197021,2,2.0,D022603,False
D022621:Shiga Toxin,0.7617675256555336,0.7617675256555336,6,6.0,D022621,False
D022622:Shiga Toxin 1,0.6596579025993426,0.6596579025993426,4,4.0,D022622,False
D022641:Shiga Toxin 2,0.18312845830158048,0.18312845830158048,2,2.0,D022641,False
"D022661:RNA, Untranslated",0.7577348073339054,0.7662139084157433,94,75.0,D022661,False
D022701:Virosomes,0.777281894233642,0.777281894233642,1,1.0,D022701,False
"D022702:Receptors, Adrenergic, beta-3",0.18312845830158048,0.34161404344890584,42,13.0,D022702,False
D022722:Thermogenesis,0.8140244972449373,0.8140244972449373,49,36.0,D022722,False
"D022761:Gene Transfer, Horizontal",0.14562520674826332,0.14562520674826332,2,2.0,D022761,False
D022762:CCAAT-Enhancer-Binding Proteins,0.5428502301503701,0.5859413436899039,186,82.0,D022762,False
D022763:CCAAT-Enhancer-Binding Protein-alpha,0.510967164772539,0.5866220445179338,37,21.0,D022763,False
D022781:Hepatocytes,0.5951193033333881,0.5773954940282302,1028,453.0,D022781,False
D022782:CCAAT-Enhancer-Binding Protein-beta,0.561757814051392,0.6596579025993426,129,79.0,D022782,False
D022783:Torque teno virus,0.21808422517477882,0.21808422517477882,1,1.0,D022783,False
D022801:Complementarity Determining Regions,0.5648681477998511,0.5648681477998511,11,9.0,D022801,False
D022821:RNA Splice Sites,0.39910740962055574,0.3974944921076646,286,172.0,D022821,False
D022861:Hermanski-Pudlak Syndrome,0.4960599043919928,0.812166594877572,9,5.0,D022861,True
D022882:Trihalomethanes,0.9437394387197243,0.9437394387197243,2,1.0,D022882,False
D022981:Allelic Imbalance,0.42110930718001394,0.4355057817832411,23,20.0,D022981,False
D023001:Transplantation Tolerance,0.34161404344890584,0.27984913431184233,11,9.0,D023001,False
D023041:Xenograft Model Antitumor Assays,0.7409433821332536,0.7210572302315421,4123,1671.0,D023041,False
D023061:Gene Order,0.36999669202778696,0.4568226926893814,90,76.0,D023061,False
"D023062:Receptors, Interleukin-8A",0.6758352629837909,0.778612290738076,50,13.0,D023062,False
"D023063:Receptors, Interleukin-8B",0.6772014178921139,0.6233109886638823,117,41.0,D023063,False
D023081:CCAAT-Binding Factor,0.5082651879408978,0.5586635313936756,35,25.0,D023081,False
D023082:Defensins,0.5025273047605323,0.720195170360569,4,4.0,D023082,False
D023083:beta-Defensins,0.39910740962055574,0.44893310360823035,117,38.0,D023083,False
D023084:alpha-Defensins,0.5340960937774191,0.5424439237934002,23,13.0,D023084,False
D023102:Anoikis,0.6422981083073035,0.6601972414277191,127,95.0,D023102,False
D023181:Antimicrobial Cationic Peptides,0.4784877950205678,0.5216776329839898,94,34.0,D023181,False
D023201:CD40 Ligand,0.4211911697609939,0.39910740962055574,130,43.0,D023201,False
"D023241:Antiretroviral Therapy, Highly Active",0.37416343801284624,0.34161404344890584,58,35.0,D023241,False
D023261:Glasgow Outcome Scale,0.6051438967912669,0.5900611517014264,11,10.0,D023261,False
D023281:Genomics,0.663364207740655,0.6596579025993426,261,194.0,D023281,False
D023302:Protein Footprinting,0.7262193755602031,0.7262193755602031,3,3.0,D023302,False
D023303:Oxazolidinones,0.7209314568490507,0.7209314568490507,4,2.0,D023303,False
D023381:Endpoint Determination,0.561757814051392,0.561757814051392,13,13.0,D023381,False
"D023382:Toxicity Tests, Acute",0.8140244972449373,0.8140244972449373,3,3.0,D023382,False
"D023421:Models, Animal",0.6410965043322379,0.6044901636057474,118,99.0,D023421,False
D023461:Myeloid Progenitor Cells,0.6098373148669692,0.6265696961664623,25,23.0,D023461,False
D023502:Chlamydia muridarum,0.6772014178921139,0.6772014178921139,1,1.0,D023502,False
D023521:Chlamydophila Infections,0.1198274574245593,0.1198274574245593,1,1.0,D023521,True
D023581:HIV Fusion Inhibitors,0.2822031094938803,,5,,D023581,False
D023582:Alzheimer Vaccines,0.48734303038335375,0.48734303038335375,1,1.0,D023582,False
D023681:Cichlids,0.363273080370481,0.363273080370481,1,1.0,D023681,False
D023701:Smegmamorpha,0.9139262274944723,0.9139262274944723,1,1.0,D023701,False
D023721:Tetraodontiformes,0.6206304152972811,0.6206304152972811,1,1.0,D023721,False
"D023802:Cerclage, Cervical",0.21305232864212265,0.21305232864212265,2,2.0,D023802,False
D023821:Limb Salvage,0.6758352629837909,0.6758352629837909,1,1.0,D023821,False
D023822:Tissue Engineering,0.4099903571423983,0.4211911697609939,44,34.0,D023822,False
"D023842:Rhinometry, Acoustic",0.12995368838901752,0.12995368838901752,1,1.0,D023842,False
"D023882:Dominance, Ocular",0.989190327448847,0.989190327448847,1,1.0,D023882,False
D023902:Chromosome Pairing,0.7977222475695785,0.7977222475695785,19,16.0,D023902,False
D023903:Coronary Restenosis,0.21808422517477882,0.2849474835161194,33,20.0,D023903,True
D023921:Coronary Stenosis,0.32450702121302655,0.363273080370481,48,27.0,D023921,True
"D023961:Gonadal Dysgenesis, 46,XX",0.7101984692356118,0.7101984692356118,9,5.0,D023961,True
"D023981:Sarcoma, Myeloid",0.9567940094761604,0.9567940094761604,1,1.0,D023981,True
D024001:HMGN Proteins,0.510967164772539,0.6601972414277191,16,7.0,D024001,False
D024002:HMGB Proteins,0.8391498511412504,0.8391498511412504,16,12.0,D024002,False
D024003:HMGA Proteins,0.41101107810397264,0.3853012430994082,8,3.0,D024003,False
D024021:Fibril-Associated Collagens,0.7341452286526515,0.7341452286526515,4,4.0,D024021,False
D024022:Fibrillar Collagens,0.6051438967912669,0.6237210025492852,12,9.0,D024022,False
D024041:Non-Fibrillar Collagens,0.6040667945262171,0.6119310005966377,14,7.0,D024041,False
D024042:Collagen Type I,0.5586635313936756,0.5985584105168807,410,172.0,D024042,False
D024043:Collagen Type II,0.573324276862927,0.573324276862927,114,52.0,D024043,False
D024061:Collagen Type III,0.6233109886638823,0.5996185956166737,68,46.0,D024061,False
D024062:Collagen Type V,0.398728041394965,0.395366235566312,23,10.0,D024062,False
D024081:Collagen Type IX,0.17369178394693432,0.14086908590491798,11,2.0,D024081,False
D024082:Collagen Type XII,0.8693350975851802,0.8693350975851802,4,3.0,D024082,False
D024101:Mitochondrial Proteins,0.663364207740655,0.6422981083073035,1087,342.0,D024101,False
D024102:Collagen Type VIII,0.3903999959176235,0.3903999959176235,12,6.0,D024102,False
D024121:Collagen Type X,0.6413446354502214,0.7209314568490507,9,6.0,D024121,False
D024141:Collagen Type IV,0.4568226926893814,0.42087330466424083,101,36.0,D024141,False
D024142:Collagen Type VI,0.6211214025802183,0.735164507471588,26,13.0,D024142,False
D024143:Collagen Type VII,0.5671390767182107,0.6880913000330797,19,9.0,D024143,False
D024161:Collagen Type XI,0.510967164772539,0.6206304152972811,31,11.0,D024161,False
D024181:Collagen Type XIII,0.617300131061599,0.617300131061599,5,4.0,D024181,False
D024182:Uniparental Disomy,0.35136359407298656,0.3554557259677816,15,11.0,D024182,True
D024201:Bystander Effect,0.663364207740655,0.6265696961664623,25,18.0,D024201,False
D024202:Electrophoretic Mobility Shift Assay,0.5233487016688583,0.5507917538093815,175,93.0,D024202,False
D024221:Antineoplastic Protocols,0.9605877870183228,0.9605877870183228,1,1.0,D024221,False
D024241:HMGN1 Protein,0.754879770732393,0.2849474835161194,4,1.0,D024241,False
D024242:HMGN2 Protein,0.5759262025694651,0.5759262025694651,5,3.0,D024242,False
D024243:HMGB1 Protein,0.6206304152972811,0.634306334242332,461,122.0,D024243,False
D024261:HMGB2 Protein,0.5830701349238763,0.7578302400328789,15,8.0,D024261,False
D024301:Plant Bark,0.5916801961498956,0.5916801961498956,1,1.0,D024301,False
"D024322:Amino Acids, Aromatic",0.541357460348765,0.541357460348765,6,6.0,D024322,False
D024341:Xanthophylls,0.8032487390285555,0.7014944861305548,6,5.0,D024341,False
"D024342:Amino Acids, Acidic",0.5127687727423089,0.5127687727423089,1,1.0,D024342,False
"D024361:Amino Acids, Basic",0.5066793130667598,0.5066793130667598,4,4.0,D024361,False
D024363:Transcription Initiation Site,0.5325504465762487,0.510967164772539,89,68.0,D024363,False
D024401:Carbonic Anhydrase I,0.5661778233476767,0.7661151777711384,7,2.0,D024401,False
D024402:Carbonic Anhydrase II,0.3360393834769162,0.7661151777711384,22,5.0,D024402,False
D024403:Carbonic Anhydrase III,0.363273080370481,0.363273080370481,3,3.0,D024403,False
D024404:Carbonic Anhydrase V,0.8611809460800529,0.8611809460800529,1,1.0,D024404,False
"D024442:Aspartate Aminotransferase, Mitochondrial",0.791850351483379,0.9595606507405321,3,2.0,D024442,False
"D024443:Aspartate Aminotransferase, Cytoplasmic",0.7729697491799477,0.7729697491799477,8,4.0,D024443,False
D024461:Myosin Type I,0.5082651879408978,0.4427820393927102,32,13.0,D024461,False
D024462:Myosin Type II,0.6403532023458467,0.7037610707335478,30,17.0,D024462,False
D024482:Vitamin K 2,0.45862553707649334,0.4960599043919928,10,5.0,D024482,False
D024483:Vitamin K 3,0.6356599404565002,0.6013426477330952,13,12.0,D024483,False
D024501:Nonmuscle Myosin Type IIB,0.5127687727423089,0.5516043665233212,14,12.0,D024501,False
D024502:alpha-Tocopherol,0.39910740962055574,0.392204326359982,13,6.0,D024502,False
D024504:gamma-Tocopherol,0.3771743812332262,0.3771743812332262,3,3.0,D024504,False
D024505:Tocopherols,0.7371619206481592,0.7371619206481592,4,4.0,D024505,False
D024506:5' Flanking Region,0.24514447235904266,0.2825174658129285,34,26.0,D024506,False
D024507:Nonmuscle Myosin Type IIA,0.712167612787571,0.7195342844338213,23,21.0,D024507,False
D024508:Tocotrienols,0.554835823862695,0.554835823862695,3,3.0,D024508,False
D024509:3' Flanking Region,0.3742462608136993,0.4605058329291875,12,8.0,D024509,False
D024510:Muscle Development,0.6051438967912669,0.596646008124105,122,96.0,D024510,False
D024521:Mushroom Bodies,0.6359953553103648,0.6359953553103648,2,2.0,D024521,False
"D024522:Genes, BRCA2",0.5516043665233212,0.6135687229642841,91,16.0,D024522,False
D024581:Glyceraldehyde-3-Phosphate Dehydrogenase (Phosphorylating),0.45232162285473626,0.4960599043919928,16,8.0,D024581,False
D024601:Glyceraldehyde 3-Phosphate Dehydrogenase (NADP+),0.7974719194195024,0.7974719194195024,3,2.0,D024601,False
"D024642:Potassium Channels, Voltage-Gated",0.34177968905061196,0.34177968905061196,78,18.0,D024642,False
"D024661:Potassium Channels, Inwardly Rectifying",0.3853012430994082,0.5142240027937167,119,23.0,D024661,False
"D024681:Potassium Channels, Calcium-Activated",0.6206304152972811,0.1582573946818046,3,2.0,D024681,False
D024682:BRCA2 Protein,0.5566810902873567,0.5902140672782875,373,64.0,D024682,False
"D024683:Potassium Channels, Tandem Pore Domain",0.5507917538093815,0.5215959252406962,69,17.0,D024683,False
D024701:Myosin Type V,0.8167714191200794,0.8167714191200794,22,10.0,D024701,False
D024721:E-Box Elements,0.7037610707335478,0.6327594423924698,24,19.0,D024721,False
D024722:Cardiac Myosins,0.3887797002772611,0.3887797002772611,52,12.0,D024722,False
D024723:Ventricular Myosins,0.31223949718822364,0.31223949718822364,8,3.0,D024723,False
"D024741:Cardiomyopathy, Hypertrophic, Familial",0.4894042310368638,0.48734303038335375,25,6.0,D024741,True
D024742:HMG-Box Domains,0.28485943916049555,0.28485943916049555,6,6.0,D024742,False
D024744:Skeletal Muscle Myosins,0.7221718489441317,0.7341452286526515,2,1.0,D024744,False
D024745:Smooth Muscle Myosins,0.2822031094938803,0.2822031094938803,1,1.0,D024745,False
D024761:AT-Hook Motifs,0.4654672544580801,0.4654672544580801,3,3.0,D024761,False
D024801:Tauopathies,0.8048772406480899,0.791850351483379,99,37.0,D024801,True
D024821:Metabolic Syndrome,0.3887797002772611,0.4211911697609939,450,131.0,D024821,True
D024841:Fluoroquinolones,0.4355057817832411,0.4355057817832411,6,6.0,D024841,False
D024861:Genetic Enhancement,0.5127687727423089,0.5127687727423089,3,3.0,D024861,False
D024862:Oxyphil Cells,0.7816076744955343,0.7816076744955343,1,1.0,D024862,False
"D024881:Drug Resistance, Bacterial",0.2852034066480606,0.2852034066480606,8,6.0,D024881,False
"D024882:Drug Resistance, Viral",0.4416123024890636,0.3958815745947734,28,18.0,D024882,False
"D024901:Drug Resistance, Multiple, Bacterial",0.4882386615616504,0.5308794592909603,12,10.0,D024901,False
"D024921:Drug Resistance, Multiple, Viral",0.1898114455838571,0.1898114455838571,1,1.0,D024921,False
D024981:Glycogen Phosphorylase,0.5082651879408978,0.6028122268520631,5,4.0,D024981,False
"D024982:Glycogen Phosphorylase, Muscle Form",0.04287017864036781,0.04287017864036781,2,1.0,D024982,False
"D025002:Glycogen Phosphorylase, Brain Form",0.2962587870844752,,1,,D025002,False
D025021:Cementogenesis,0.25117433013562684,0.25117433013562684,1,1.0,D025021,False
D025042:Amacrine Cells,0.4211911697609939,0.4211911697609939,3,3.0,D025042,False
D025062:Yarrowia,0.6410965043322379,0.6410965043322379,3,3.0,D025062,False
D025063:Chromosome Disorders,0.42745939076214307,0.3635404660750101,47,36.0,D025063,True
D025064:Sex Chromosome Disorders,0.08386241410218105,0.08386241410218105,5,4.0,D025064,True
D025065:Borrelia burgdorferi,0.3472714621781916,0.4211911697609939,8,6.0,D025065,False
D025101:Vitamin B 6,0.5470729576234163,0.6211214025802183,11,3.0,D025101,False
D025102:Myosin Type III,0.6030779489699224,0.6030779489699224,3,1.0,D025102,False
"D025141:Drug Resistance, Fungal",0.3166230409860508,0.3166230409860508,3,3.0,D025141,False
D025181:ATP Synthetase Complexes,0.7210572302315421,0.7210572302315421,1,1.0,D025181,False
D025202:Molecular Diagnostic Techniques,0.6030779489699224,0.6030779489699224,44,40.0,D025202,False
"D025203:Phosphofructokinase-1, Muscle Type",0.6051438967912669,0.33551606849571686,3,2.0,D025203,False
D025221:Phosphofructokinases,0.7661151777711384,0.7661151777711384,2,2.0,D025221,False
D025241:Spondylarthritis,0.542059062351471,0.542059062351471,16,10.0,D025241,True
D025242:Spondylarthropathies,0.39910740962055574,0.39910740962055574,9,9.0,D025242,True
D025261:Mitochondrial Proton-Translocating ATPases,0.48734303038335375,0.48734303038335375,51,30.0,D025261,False
D025262:Vacuolar Proton-Translocating ATPases,0.5746252397161961,0.6841141777939763,101,40.0,D025262,False
D025301:Hyphae,0.8284568421532956,0.8494181659319274,7,6.0,D025301,False
"D025321:Surgery, Computer-Assisted",0.5491628330009778,0.5491628330009778,2,2.0,D025321,False
D025341:Principal Component Analysis,0.4449553423751241,0.4449553423751241,122,102.0,D025341,False
"D025401:Echocardiography, Stress",0.19937630714072305,0.19937630714072305,3,3.0,D025401,False
"D025461:Feedback, Physiological",0.684876285793717,0.6774115843568727,432,287.0,D025461,False
D025481:Phosphofructokinase-2,0.7884041694451269,0.8600255035678743,53,24.0,D025481,False
"D025502:Phosphofructokinase-1, Type C",0.9525795305611819,0.9525795305611819,5,4.0,D025502,False
D025521:Tumor Suppressor Proteins,0.561757814051392,0.6265696961664623,2699,631.0,D025521,False
D025542:Neurofibromin 1,0.6311089534562281,0.573324276862927,97,32.0,D025542,False
D025581:Neurofibromin 2,0.5567496776281853,0.581563892885972,61,25.0,D025581,False
D025601:Adenomatous Polyposis Coli Protein,0.5340960937774191,0.6844745234011493,120,61.0,D025601,False
D025603:Sensory Rhodopsins,0.9120481027786077,0.9120481027786077,1,1.0,D025603,False
D025721:WT1 Proteins,0.4211911697609939,0.4814340364300004,130,49.0,D025721,False
D025741:HMGA1a Protein,0.6601972414277191,0.6940250463264865,46,26.0,D025741,False
D025742:HMGA1b Protein,0.5339286305954077,0.5339286305954077,1,1.0,D025742,False
D025743:HMGA2 Protein,0.7037610707335478,0.7390284805998091,123,54.0,D025743,False
D025765:HMGB3 Protein,0.778968114895952,0.7588927839892425,9,4.0,D025765,False
"D025782:Hydroxymethylglutaryl-CoA-Reductases, NADP-dependent",0.7729697491799477,0.7729697491799477,1,1.0,D025782,False
D025801:Ubiquitin,0.6422981083073035,0.6249403424151723,574,253.0,D025801,False
D025802:Electric Capacitance,0.006071666725160566,0.006071666725160566,1,1.0,D025802,False
D025803:Tumor Suppressor Protein p14ARF,0.4211911697609939,0.4999404265459311,55,23.0,D025803,False
D025821:Polyubiquitin,0.6776217508216313,0.6708690898247242,94,58.0,D025821,False
D025822:Ubiquitin C,0.4960599043919928,0.675959619131735,4,2.0,D025822,False
D025841:Small Ubiquitin-Related Modifier Proteins,0.5507917538093815,0.5507917538093815,122,63.0,D025841,False
D025842:SUMO-1 Protein,0.5424439237934002,0.5127687727423089,95,55.0,D025842,False
"D025861:Blood Coagulation Disorders, Inherited",0.7021419120079391,0.9355937810122394,2,1.0,D025861,True
D025901:Carboxypeptidase B2,0.13794616221528094,0.46869004300363876,37,5.0,D025901,False
D025941:Protein Interaction Mapping,0.5325504465762487,0.5127687727423089,526,317.0,D025941,False
D025962:Septo-Optic Dysplasia,0.3028289167133119,0.37681876325987906,6,3.0,D025962,True
D026082:Singlet Oxygen,0.5862048971207051,0.5862048971207051,2,2.0,D026082,False
D026121:Indole Alkaloids,0.7341452286526515,0.7341452286526515,9,6.0,D026121,False
D026122:Factor XIIIa,0.39284069430075164,0.684876285793717,9,1.0,D026122,False
D026261:Diazepam Binding Inhibitor,0.48734303038335375,0.48734303038335375,4,1.0,D026261,False
D026361:Reactive Nitrogen Species,0.8062331098866389,0.8062331098866389,12,12.0,D026361,False
D026362:Serum Response Factor,0.5985584105168807,0.5848110565984607,43,31.0,D026362,False
D026403:S-Nitrosothiols,0.6772014178921139,0.6344408070210048,6,5.0,D026403,False
D026422:S-Nitrosoglutathione,0.5705029105438345,0.5705029105438345,5,4.0,D026422,False
D026461:Ecdysteroids,0.554835823862695,0.554835823862695,1,1.0,D026461,False
"D026481:Blotting, Far-Western",0.7091453613061396,0.7091453613061396,4,4.0,D026481,False
D026502:LDL-Receptor Related Proteins,0.570195170360569,0.7097496190495255,96,18.0,D026502,False
D026503:Low Density Lipoprotein Receptor-Related Protein-1,0.5082651879408978,0.5203266445681692,93,42.0,D026503,False
D026561:Low Density Lipoprotein Receptor-Related Protein-2,0.4132834001913494,0.38704047168833466,27,8.0,D026561,False
D026563:LDL-Receptor Related Protein-Associated Protein,0.3264677322975799,,4,,D026563,False
D026581:Isoaspartic Acid,0.5082651879408978,0.39523414871738904,3,2.0,D026581,False
D026601:Protein D-Aspartate-L-Isoaspartate Methyltransferase,0.24631160633855914,0.02125083353806198,8,3.0,D026601,False
D026661:Clinical Trials Data Monitoring Committees,0.004035726099900761,0.004035726099900761,1,1.0,D026661,False
D026681:Vitamin B 6 Deficiency,0.561757814051392,0.561757814051392,1,1.0,D026681,True
D026684:Personal Autonomy,0.10143896791266953,0.10143896791266953,1,1.0,D026684,False
D026721:RNA 3' End Processing,0.6655331656262216,0.6708690898247242,10,8.0,D026721,False
D026723:Polyadenylation,0.6416973063197706,0.617300131061599,74,56.0,D026723,False
D026741:Physical Therapy Modalities,0.7635822833678447,0.5455462745235672,3,2.0,D026741,False
D026801:Synteny,0.2962587870844752,0.2722407561857103,13,13.0,D026801,False
D026901:Membrane Transport Proteins,0.48734303038335375,0.5586635313936756,506,143.0,D026901,False
D026902:Potassium Channel Blockers,0.6211214025802183,0.6142301791507334,34,12.0,D026902,False
D026905:Amino Acid Transport Systems,0.6840727610085816,0.73364036976906,30,17.0,D026905,False
"D026921:Amino Acid Transport Systems, Neutral",0.3771743812332262,0.8248356094077648,28,6.0,D026921,False
"D026922:Amino Acid Transport Systems, Acidic",0.8190086478247904,0.8609483030919876,9,7.0,D026922,False
"D026923:Amino Acid Transport Systems, Basic",0.2000476587632551,0.24822272528694547,13,2.0,D026923,False
D026924:Amino Acid Transport System A,0.3771743812332262,0.8432597480082827,13,6.0,D026924,False
